"date","value"
"2007-05-14",10.8086548113129
"2007-05-15",9.74480982888519
"2007-05-16",11.0994513234318
"2007-05-17",9.54143121070338
"2007-05-18",11.1669815771262
"2007-05-19",10.1440476462746
"2007-05-20",11.1018889477947
"2007-05-21",10.5314617610504
"2007-05-22",10.0811113869023
"2007-05-23",12.5888345885963
"2007-05-24",10.2756782417694
"2007-05-25",10.6202311288555
"2007-05-26",10.6328389451372
"2007-05-27",10.5008434702989
"2007-05-28",7.88032001621439
"2007-05-29",9.95545794087256
"2007-05-30",8.2607203222573
"2007-05-31",9.04647411362002
"2007-06-01",8.85251977208324
"2007-06-02",8.47321885823839
"2007-06-03",11.0956458701837
"2007-06-04",10.5901903830521
"2007-06-05",10.1248338098958
"2007-06-06",10.3424091138411
"2007-06-07",7.83777413591419
"2007-06-08",9.87615632977506
"2007-06-09",12.4548084674329
"2007-06-10",8.63083527336206
"2007-06-11",8.67408599632254
"2007-06-12",9.75221297863206
"2007-06-13",8.76405813698277
"2007-06-14",10.8086548113129
"2007-06-15",9.74480982888519
"2007-06-16",11.0994513234318
"2007-06-17",9.54143121070338
"2007-06-18",11.1669815771262
"2007-06-19",10.1440476462746
"2007-06-20",11.1018889477947
"2007-06-21",10.5314617610504
"2007-06-22",10.0811113869023
"2007-06-23",12.5888345885963
"2007-06-24",10.2756782417694
"2007-06-25",10.6202311288555
"2007-06-26",10.6328389451372
"2007-06-27",10.5008434702989
"2007-06-28",7.88032001621439
"2007-06-29",9.95545794087256
"2007-06-30",8.2607203222573
"2007-07-01",9.04647411362002
"2007-07-02",8.85251977208324
"2007-07-03",8.47321885823839
"2007-07-04",11.0956458701837
"2007-07-05",10.5901903830521
"2007-07-06",10.1248338098958
"2007-07-07",10.3424091138411
"2007-07-08",7.83777413591419
"2007-07-09",9.87615632977506
"2007-07-10",12.4548084674329
"2007-07-11",8.63083527336206
"2007-07-12",8.67408599632254
"2007-07-13",9.75221297863206
"2007-07-14",8.76405813698277
"2007-07-15",10.8086548113129
"2007-07-16",9.74480982888519
"2007-07-17",11.0994513234318
"2007-07-18",9.54143121070338
"2007-07-19",11.1669815771262
"2007-07-20",10.1440476462746
"2007-07-21",11.1018889477947
"2007-07-22",10.5314617610504
"2007-07-23",10.0811113869023
"2007-07-24",12.5888345885963
"2007-07-25",10.2756782417694
"2007-07-26",10.6202311288555
"2007-07-27",10.6328389451372
"2007-07-28",10.5008434702989
"2007-07-29",7.88032001621439
"2007-07-30",9.95545794087256
"2007-07-31",8.2607203222573
"2007-08-01",9.04647411362002
"2007-08-02",8.85251977208324
"2007-08-03",8.47321885823839
"2007-08-04",11.0956458701837
"2007-08-05",10.5901903830521
"2007-08-06",10.1248338098958
"2007-08-07",10.3424091138411
"2007-08-08",7.83777413591419
"2007-08-09",9.87615632977506
"2007-08-10",12.4548084674329
"2007-08-11",8.63083527336206
"2007-08-12",8.67408599632254
"2007-08-13",9.75221297863206
"2007-08-14",8.76405813698277
"2007-08-15",10.8086548113129
"2007-08-16",9.74480982888519
"2007-08-17",11.0994513234318
"2007-08-18",9.54143121070338
"2007-08-19",11.1669815771262
"2007-08-20",10.1440476462746
"2007-08-21",11.1018889477947
"2007-08-22",10.5314617610504
"2007-08-23",10.0811113869023
"2007-08-24",12.5888345885963
"2007-08-25",10.2756782417694
"2007-08-26",10.6202311288555
"2007-08-27",10.6328389451372
"2007-08-28",10.5008434702989
"2007-08-29",7.88032001621439
"2007-08-30",9.95545794087256
"2007-08-31",8.2607203222573
"2007-09-01",9.04647411362002
"2007-09-02",8.85251977208324
"2007-09-03",8.47321885823839
"2007-09-04",11.0956458701837
"2007-09-05",10.5901903830521
"2007-09-06",10.1248338098958
"2007-09-07",10.3424091138411
"2007-09-08",7.83777413591419
"2007-09-09",9.87615632977506
"2007-09-10",12.4548084674329
"2007-09-11",8.63083527336206
"2007-09-12",8.67408599632254
"2007-09-13",9.75221297863206
"2007-09-14",8.76405813698277
"2007-09-15",10.8086548113129
"2007-09-16",9.74480982888519
"2007-09-17",11.0994513234318
"2007-09-18",9.54143121070338
"2007-09-19",11.1669815771262
"2007-09-20",10.1440476462746
"2007-09-21",11.1018889477947
"2007-09-22",10.5314617610504
"2007-09-23",10.0811113869023
"2007-09-24",12.5888345885963
"2007-09-25",10.2756782417694
"2007-09-26",10.6202311288555
"2007-09-27",10.6328389451372
"2007-09-28",10.5008434702989
"2007-09-29",7.88032001621439
"2007-09-30",9.95545794087256
"2007-10-01",8.2607203222573
"2007-10-02",9.04647411362002
"2007-10-03",8.85251977208324
"2007-10-04",8.47321885823839
"2007-10-05",11.0956458701837
"2007-10-06",10.5901903830521
"2007-10-07",10.1248338098958
"2007-10-08",10.3424091138411
"2007-10-09",7.83777413591419
"2007-10-10",9.87615632977506
"2007-10-11",12.4548084674329
"2007-10-12",8.63083527336206
"2007-10-13",8.67408599632254
"2007-10-14",9.75221297863206
"2007-10-15",8.76405813698277
"2007-10-16",10.8086548113129
"2007-10-17",9.74480982888519
"2007-10-18",11.0994513234318
"2007-10-19",9.54143121070338
"2007-10-20",11.1669815771262
"2007-10-21",10.1440476462746
"2007-10-22",11.1018889477947
"2007-10-23",10.5314617610504
"2007-10-24",10.0811113869023
"2007-10-25",12.5888345885963
"2007-10-26",10.2756782417694
"2007-10-27",10.6202311288555
"2007-10-28",10.6328389451372
"2007-10-29",10.5008434702989
"2007-10-30",7.88032001621439
"2007-10-31",9.95545794087256
"2007-11-01",8.2607203222573
"2007-11-02",9.04647411362002
"2007-11-03",8.85251977208324
"2007-11-04",8.47321885823839
"2007-11-05",11.0956458701837
"2007-11-06",10.5901903830521
"2007-11-07",10.1248338098958
"2007-11-08",10.3424091138411
"2007-11-09",7.83777413591419
"2007-11-10",9.87615632977506
"2007-11-11",12.4548084674329
"2007-11-12",8.63083527336206
"2007-11-13",8.67408599632254
"2007-11-14",9.75221297863206
"2007-11-15",8.76405813698277
"2007-11-16",10.8086548113129
"2007-11-17",9.74480982888519
"2007-11-18",11.0994513234318
"2007-11-19",9.54143121070338
"2007-11-20",11.1669815771262
"2007-11-21",10.1440476462746
"2007-11-22",11.1018889477947
"2007-11-23",10.5314617610504
"2007-11-24",10.0811113869023
"2007-11-25",12.5888345885963
"2007-11-26",10.2756782417694
"2007-11-27",10.6202311288555
"2007-11-28",10.6328389451372
"2007-11-29",10.5008434702989
"2007-11-30",7.88032001621439
"2007-12-01",9.95545794087256
"2007-12-02",8.2607203222573
"2007-12-03",9.04647411362002
"2007-12-04",8.85251977208324
"2007-12-05",8.47321885823839
"2007-12-06",11.0956458701837
"2007-12-07",10.5901903830521
"2007-12-08",10.1248338098958
"2007-12-09",10.3424091138411
"2007-12-10",7.83777413591419
"2007-12-11",9.87615632977506
"2007-12-12",12.4548084674329
"2007-12-13",8.63083527336206
"2007-12-14",8.67408599632254
"2007-12-15",9.75221297863206
"2007-12-16",8.76405813698277
"2007-12-17",10.8086548113129
"2007-12-18",9.74480982888519
"2007-12-19",11.0994513234318
"2007-12-20",9.54143121070338
"2007-12-21",11.1669815771262
"2007-12-22",10.1440476462746
"2007-12-23",11.1018889477947
"2007-12-24",10.5314617610504
"2007-12-25",10.0811113869023
"2007-12-26",12.5888345885963
"2007-12-27",10.2756782417694
"2007-12-28",10.6202311288555
"2007-12-29",10.6328389451372
"2007-12-30",10.5008434702989
"2007-12-31",7.88032001621439
"2008-01-01",9.95545794087256
"2008-01-02",8.2607203222573
"2008-01-03",9.04647411362002
"2008-01-04",8.85251977208324
"2008-01-05",8.47321885823839
"2008-01-06",11.0956458701837
"2008-01-07",10.5901903830521
"2008-01-08",10.1248338098958
"2008-01-09",10.3424091138411
"2008-01-10",7.83777413591419
"2008-01-11",9.87615632977506
"2008-01-12",12.4548084674329
"2008-01-13",8.63083527336206
"2008-01-14",8.67408599632254
"2008-01-15",9.75221297863206
"2008-01-16",8.76405813698277
"2008-01-17",10.8086548113129
"2008-01-18",9.74480982888519
"2008-01-19",11.0994513234318
"2008-01-20",9.54143121070338
"2008-01-21",11.1669815771262
"2008-01-22",10.1440476462746
"2008-01-23",11.1018889477947
"2008-01-24",10.5314617610504
"2008-01-25",10.0811113869023
"2008-01-26",12.5888345885963
"2008-01-27",10.2756782417694
"2008-01-28",10.6202311288555
"2008-01-29",10.6328389451372
"2008-01-30",10.5008434702989
"2008-01-31",7.88032001621439
"2008-02-01",9.95545794087256
"2008-02-02",8.2607203222573
"2008-02-03",9.04647411362002
"2008-02-04",8.85251977208324
"2008-02-05",8.47321885823839
"2008-02-06",11.0956458701837
"2008-02-07",10.5901903830521
"2008-02-08",10.1248338098958
"2008-02-09",10.3424091138411
"2008-02-10",7.83777413591419
"2008-02-11",9.87615632977506
"2008-02-12",12.4548084674329
"2008-02-13",8.63083527336206
"2008-02-14",8.67408599632254
"2008-02-15",9.75221297863206
"2008-02-16",8.76405813698277
"2008-02-17",10.8086548113129
"2008-02-18",9.74480982888519
"2008-02-19",11.0994513234318
"2008-02-20",9.54143121070338
"2008-02-21",11.1669815771262
"2008-02-22",10.1440476462746
"2008-02-23",11.1018889477947
"2008-02-24",10.5314617610504
"2008-02-25",10.0811113869023
"2008-02-26",12.5888345885963
"2008-02-27",10.2756782417694
"2008-02-28",10.6202311288555
"2008-02-29",10.6328389451372
"2008-03-01",10.5008434702989
"2008-03-02",7.88032001621439
"2008-03-03",9.95545794087256
"2008-03-04",8.2607203222573
"2008-03-05",9.04647411362002
"2008-03-06",8.85251977208324
